ID filter results
020649.47-041452.7 I {'amp': 235.457, 'R_sersic': 1.558, 'n_sersic': 1.4, 'center_x': -0.075, 'center_y': 0.094, 'phi_G': 0.015, 'q': 0.789, 'QSO_amp': 1792.133, 'host_amp': 5992.536, 'host_flux_ratio_percent': 76.979, 'host_mag': 17.556, 'qso_x': -0.053, 'qso_y': 0.119, 'redu_Chisq': 11.962374}
142710.37+000938.2 Z {'amp': 1.112, 'R_sersic': 2.094, 'n_sersic': 1.972, 'center_x': -0.07, 'center_y': -0.254, 'phi_G': -0.753, 'q': 0.791, 'QSO_amp': 273.857, 'host_amp': 53.704, 'host_flux_ratio_percent': 16.395, 'host_mag': 22.675, 'qso_x': -0.07, 'qso_y': -0.157, 'redu_Chisq': 1.245345}
142710.37+000938.2 Y {'amp': 0.383, 'R_sersic': 2.094, 'n_sersic': 1.972, 'center_x': 0.498, 'center_y': -0.499, 'phi_G': -0.753, 'q': 0.791, 'QSO_amp': 276.578, 'host_amp': 18.365, 'host_flux_ratio_percent': 6.226, 'host_mag': 23.84, 'qso_x': -0.07, 'qso_y': -0.163, 'redu_Chisq': 1.104981}
021324.32-053518.0 I {'amp': 8.193, 'R_sersic': 1.304, 'n_sersic': 1.992, 'center_x': -0.139, 'center_y': -0.217, 'phi_G': -0.55, 'q': 0.756, 'QSO_amp': 372.614, 'host_amp': 163.267, 'host_flux_ratio_percent': 30.467, 'host_mag': 21.468, 'qso_x': -0.068, 'qso_y': -0.138, 'redu_Chisq': 1.032594}
021324.32-053518.0 G {'amp': 0.828, 'R_sersic': 1.304, 'n_sersic': 1.992, 'center_x': -0.3, 'center_y': -0.314, 'phi_G': -0.55, 'q': 0.756, 'QSO_amp': 395.097, 'host_amp': 16.447, 'host_flux_ratio_percent': 3.996, 'host_mag': 23.96, 'qso_x': -0.067, 'qso_y': -0.128, 'redu_Chisq': 1.048814}
021324.32-053518.0 R {'amp': 2.849, 'R_sersic': 1.304, 'n_sersic': 1.992, 'center_x': -0.088, 'center_y': -0.103, 'phi_G': -0.55, 'q': 0.756, 'QSO_amp': 433.652, 'host_amp': 56.58, 'host_flux_ratio_percent': 11.541, 'host_mag': 22.618, 'qso_x': -0.074, 'qso_y': -0.131, 'redu_Chisq': 1.005812}
021324.32-053518.0 Z {'amp': 12.972, 'R_sersic': 1.304, 'n_sersic': 1.992, 'center_x': -0.142, 'center_y': -0.008, 'phi_G': -0.55, 'q': 0.756, 'QSO_amp': 456.287, 'host_amp': 258.112, 'host_flux_ratio_percent': 36.13, 'host_mag': 20.97, 'qso_x': -0.069, 'qso_y': 0.039, 'redu_Chisq': 1.008782}
021324.32-053518.0 Y {'amp': 13.909, 'R_sersic': 1.304, 'n_sersic': 1.992, 'center_x': 0.023, 'center_y': -0.043, 'phi_G': -0.55, 'q': 0.756, 'QSO_amp': 426.078, 'host_amp': 276.488, 'host_flux_ratio_percent': 39.354, 'host_mag': 20.896, 'qso_x': -0.072, 'qso_y': -0.14, 'redu_Chisq': 0.976781}
090544.29+015006.2 I {'amp': 10522.596, 'R_sersic': 0.1, 'n_sersic': 2.677, 'center_x': 0.294, 'center_y': -0.032, 'phi_G': -1.454, 'q': 0.329, 'QSO_amp': 46.661, 'host_amp': 1758.561, 'host_flux_ratio_percent': 97.415, 'host_mag': 18.887, 'qso_x': 0.004, 'qso_y': -0.047, 'redu_Chisq': 9.506087}
090544.29+015006.2 G {'amp': 6613.114, 'R_sersic': 0.1, 'n_sersic': 2.677, 'center_x': 0.294, 'center_y': -0.037, 'phi_G': -1.454, 'q': 0.329, 'QSO_amp': 8.996, 'host_amp': 1648.206, 'host_flux_ratio_percent': 99.457, 'host_mag': 18.957, 'qso_x': -0.193, 'qso_y': 0.086, 'redu_Chisq': 3.073463}
090544.29+015006.2 R {'amp': 10617.703, 'R_sersic': 0.1, 'n_sersic': 2.677, 'center_x': 0.294, 'center_y': -0.033, 'phi_G': -1.454, 'q': 0.329, 'QSO_amp': 5.568, 'host_amp': 1808.548, 'host_flux_ratio_percent': 99.693, 'host_mag': 18.857, 'qso_x': -0.28, 'qso_y': -0.029, 'redu_Chisq': 5.873325}
090544.29+015006.2 Z {'amp': 1272.005, 'R_sersic': 0.1, 'n_sersic': 2.677, 'center_x': 0.497, 'center_y': -0.027, 'phi_G': -1.454, 'q': 0.329, 'QSO_amp': 2269.281, 'host_amp': 51.138, 'host_flux_ratio_percent': 2.204, 'host_mag': 22.728, 'qso_x': 0.074, 'qso_y': -0.064, 'redu_Chisq': 5.553903}
090544.29+015006.2 Y {'amp': 15461.52, 'R_sersic': 0.1, 'n_sersic': 2.677, 'center_x': 0.294, 'center_y': -0.03, 'phi_G': -1.454, 'q': 0.329, 'QSO_amp': 50.663, 'host_amp': 2301.74, 'host_flux_ratio_percent': 97.846, 'host_mag': 18.595, 'qso_x': -0.121, 'qso_y': -0.084, 'redu_Chisq': 2.483906}
020246.57-050927.6 I {'amp': 70.122, 'R_sersic': 0.387, 'n_sersic': 6.772, 'center_x': 0.048, 'center_y': 0.209, 'phi_G': 0.889, 'q': 0.955, 'QSO_amp': 2.474, 'host_amp': 446.464, 'host_flux_ratio_percent': 99.449, 'host_mag': 20.376, 'qso_x': -0.067, 'qso_y': 0.011, 'redu_Chisq': 1.241332}
020246.57-050927.6 G {'amp': 6.637, 'R_sersic': 0.387, 'n_sersic': 6.772, 'center_x': 0.226, 'center_y': 0.187, 'phi_G': 0.889, 'q': 0.955, 'QSO_amp': 331.638, 'host_amp': 24.952, 'host_flux_ratio_percent': 6.997, 'host_mag': 23.507, 'qso_x': 0.185, 'qso_y': 0.178, 'redu_Chisq': 1.118412}
020246.57-050927.6 R {'amp': 23.431, 'R_sersic': 0.387, 'n_sersic': 6.772, 'center_x': 0.212, 'center_y': 0.209, 'phi_G': 0.889, 'q': 0.955, 'QSO_amp': 135.113, 'host_amp': 299.455, 'host_flux_ratio_percent': 68.909, 'host_mag': 20.809, 'qso_x': 0.23, 'qso_y': 0.15, 'redu_Chisq': 1.311363}
020246.57-050927.6 Z {'amp': 107.965, 'R_sersic': 0.387, 'n_sersic': 6.772, 'center_x': 0.04, 'center_y': 0.202, 'phi_G': 0.889, 'q': 0.955, 'QSO_amp': 26.247, 'host_amp': 590.893, 'host_flux_ratio_percent': 95.747, 'host_mag': 20.071, 'qso_x': 0.098, 'qso_y': -0.014, 'redu_Chisq': 1.135978}
020246.57-050927.6 Y {'amp': 145.901, 'R_sersic': 0.387, 'n_sersic': 6.772, 'center_x': 0.016, 'center_y': 0.151, 'phi_G': 0.889, 'q': 0.955, 'QSO_amp': 102.648, 'host_amp': 532.65, 'host_flux_ratio_percent': 83.843, 'host_mag': 20.184, 'qso_x': 0.024, 'qso_y': 0.219, 'redu_Chisq': 1.14112}
221756.92+010119.4 I {'amp': 1.687, 'R_sersic': 3.0, 'n_sersic': 2.021, 'center_x': -0.445, 'center_y': -0.131, 'phi_G': -0.406, 'q': 0.67, 'QSO_amp': 3714.937, 'host_amp': 128.319, 'host_flux_ratio_percent': 3.339, 'host_mag': 21.729, 'qso_x': 0.103, 'qso_y': -0.061, 'redu_Chisq': 3.696319}
221756.92+010119.4 G {'amp': 0.553, 'R_sersic': 3.0, 'n_sersic': 2.021, 'center_x': -0.5, 'center_y': 0.018, 'phi_G': -0.406, 'q': 0.67, 'QSO_amp': 3578.745, 'host_amp': 41.863, 'host_flux_ratio_percent': 1.156, 'host_mag': 22.945, 'qso_x': 0.265, 'qso_y': -0.059, 'redu_Chisq': 4.571637}
221756.92+010119.4 R {'amp': 0.557, 'R_sersic': 3.0, 'n_sersic': 2.021, 'center_x': 0.282, 'center_y': 0.166, 'phi_G': -0.406, 'q': 0.67, 'QSO_amp': 3996.194, 'host_amp': 42.264, 'host_flux_ratio_percent': 1.047, 'host_mag': 22.935, 'qso_x': 0.266, 'qso_y': -0.057, 'redu_Chisq': 1.971465}
221756.92+010119.4 Z {'amp': 8.616, 'R_sersic': 3.0, 'n_sersic': 2.021, 'center_x': -0.211, 'center_y': -0.126, 'phi_G': -0.406, 'q': 0.67, 'QSO_amp': 3770.846, 'host_amp': 655.967, 'host_flux_ratio_percent': 14.818, 'host_mag': 19.958, 'qso_x': 0.11, 'qso_y': -0.047, 'redu_Chisq': 13.837236}
221756.92+010119.4 Y {'amp': 1.859, 'R_sersic': 3.0, 'n_sersic': 2.021, 'center_x': 0.105, 'center_y': -0.498, 'phi_G': -0.406, 'q': 0.67, 'QSO_amp': 4083.144, 'host_amp': 141.412, 'host_flux_ratio_percent': 3.347, 'host_mag': 21.624, 'qso_x': 0.1, 'qso_y': -0.062, 'redu_Chisq': 1.329825}
090337.48+004742.1 I {'amp': 0.461, 'R_sersic': 2.988, 'n_sersic': 6.988, 'center_x': 0.264, 'center_y': -0.5, 'phi_G': -1.082, 'q': 0.463, 'QSO_amp': 458.277, 'host_amp': 37.874, 'host_flux_ratio_percent': 7.634, 'host_mag': 23.054, 'qso_x': 0.002, 'qso_y': -0.059, 'redu_Chisq': 1.380695}
090337.48+004742.1 G {'amp': 0.0, 'R_sersic': 2.988, 'n_sersic': 6.988, 'center_x': -0.126, 'center_y': 0.042, 'phi_G': -1.082, 'q': 0.463, 'QSO_amp': 420.323, 'host_amp': 0.004, 'host_flux_ratio_percent': 0.001, 'host_mag': 32.885, 'qso_x': 0.011, 'qso_y': -0.052, 'redu_Chisq': 1.598826}
090337.48+004742.1 R {'amp': 0.098, 'R_sersic': 2.988, 'n_sersic': 6.988, 'center_x': 0.185, 'center_y': -0.5, 'phi_G': -1.082, 'q': 0.463, 'QSO_amp': 494.321, 'host_amp': 8.096, 'host_flux_ratio_percent': 1.611, 'host_mag': 24.729, 'qso_x': 0.007, 'qso_y': -0.056, 'redu_Chisq': 1.511207}
090337.48+004742.1 Z {'amp': 0.699, 'R_sersic': 2.988, 'n_sersic': 6.988, 'center_x': 0.19, 'center_y': -0.5, 'phi_G': -1.082, 'q': 0.463, 'QSO_amp': 528.764, 'host_amp': 57.798, 'host_flux_ratio_percent': 9.854, 'host_mag': 22.595, 'qso_x': 0.003, 'qso_y': -0.056, 'redu_Chisq': 1.561265}
090337.48+004742.1 Y {'amp': 1.085, 'R_sersic': 2.988, 'n_sersic': 6.988, 'center_x': 0.193, 'center_y': -0.5, 'phi_G': -1.082, 'q': 0.463, 'QSO_amp': 509.842, 'host_amp': 89.482, 'host_flux_ratio_percent': 14.93, 'host_mag': 22.121, 'qso_x': 0.0, 'qso_y': -0.053, 'redu_Chisq': 1.278672}
022540.81-033521.4 I {'amp': 1.206, 'R_sersic': 2.939, 'n_sersic': 0.416, 'center_x': -0.012, 'center_y': -0.138, 'phi_G': -1.261, 'q': 0.882, 'QSO_amp': 1793.031, 'host_amp': 73.07, 'host_flux_ratio_percent': 3.916, 'host_mag': 22.341, 'qso_x': -0.104, 'qso_y': -0.017, 'redu_Chisq': 4.537897}
022540.81-033521.4 G {'amp': 0.894, 'R_sersic': 2.939, 'n_sersic': 0.416, 'center_x': 0.5, 'center_y': -0.312, 'phi_G': -1.261, 'q': 0.882, 'QSO_amp': 1778.182, 'host_amp': 53.311, 'host_flux_ratio_percent': 2.911, 'host_mag': 22.683, 'qso_x': -0.1, 'qso_y': -0.017, 'redu_Chisq': 2.357678}
022540.81-033521.4 R {'amp': 0.928, 'R_sersic': 2.939, 'n_sersic': 0.416, 'center_x': 0.112, 'center_y': -0.495, 'phi_G': -1.261, 'q': 0.882, 'QSO_amp': 1943.206, 'host_amp': 55.396, 'host_flux_ratio_percent': 2.772, 'host_mag': 22.641, 'qso_x': -0.104, 'qso_y': -0.015, 'redu_Chisq': 2.316277}
022540.81-033521.4 Z {'amp': 2.987, 'R_sersic': 2.939, 'n_sersic': 0.416, 'center_x': 0.009, 'center_y': -0.5, 'phi_G': -1.261, 'q': 0.882, 'QSO_amp': 1981.683, 'host_amp': 179.265, 'host_flux_ratio_percent': 8.296, 'host_mag': 21.366, 'qso_x': -0.102, 'qso_y': -0.014, 'redu_Chisq': 1.597561}
022540.81-033521.4 Y {'amp': 4.929, 'R_sersic': 2.939, 'n_sersic': 0.416, 'center_x': 0.169, 'center_y': -0.499, 'phi_G': -1.261, 'q': 0.882, 'QSO_amp': 1917.709, 'host_amp': 296.445, 'host_flux_ratio_percent': 13.389, 'host_mag': 20.82, 'qso_x': -0.101, 'qso_y': -0.015, 'redu_Chisq': 1.584102}
224019.88+001632.6 I {'amp': 0.597, 'R_sersic': 1.115, 'n_sersic': 1.696, 'center_x': 0.086, 'center_y': 0.175, 'phi_G': -0.826, 'q': 0.559, 'QSO_amp': 526.211, 'host_amp': 6.183, 'host_flux_ratio_percent': 1.161, 'host_mag': 25.022, 'qso_x': 0.018, 'qso_y': 0.138, 'redu_Chisq': 4.851262}
224019.88+001632.6 G {'amp': 0.001, 'R_sersic': 1.115, 'n_sersic': 1.696, 'center_x': -0.308, 'center_y': -0.5, 'phi_G': -0.826, 'q': 0.559, 'QSO_amp': 560.514, 'host_amp': 0.013, 'host_flux_ratio_percent': 0.002, 'host_mag': 31.681, 'qso_x': 0.024, 'qso_y': -0.018, 'redu_Chisq': 2.430688}
224019.88+001632.6 R {'amp': 0.002, 'R_sersic': 1.115, 'n_sersic': 1.696, 'center_x': 0.284, 'center_y': 0.5, 'phi_G': -0.826, 'q': 0.559, 'QSO_amp': 605.892, 'host_amp': 0.023, 'host_flux_ratio_percent': 0.004, 'host_mag': 31.075, 'qso_x': 0.006, 'qso_y': -0.047, 'redu_Chisq': 8.155538}
224019.88+001632.6 Z {'amp': 5.278, 'R_sersic': 1.115, 'n_sersic': 1.696, 'center_x': 0.5, 'center_y': -0.434, 'phi_G': -0.826, 'q': 0.559, 'QSO_amp': 644.03, 'host_amp': 54.641, 'host_flux_ratio_percent': 7.821, 'host_mag': 22.656, 'qso_x': 0.014, 'qso_y': 0.135, 'redu_Chisq': 2.323958}
224019.88+001632.6 Y {'amp': 8.149, 'R_sersic': 1.115, 'n_sersic': 1.696, 'center_x': 0.348, 'center_y': -0.211, 'phi_G': -0.826, 'q': 0.559, 'QSO_amp': 563.062, 'host_amp': 84.356, 'host_flux_ratio_percent': 13.03, 'host_mag': 22.185, 'qso_x': 0.011, 'qso_y': 0.142, 'redu_Chisq': 1.179904}
084238.86+015252.2 I {'amp': 3.734, 'R_sersic': 1.544, 'n_sersic': 2.97, 'center_x': 0.114, 'center_y': -0.027, 'phi_G': -0.402, 'q': 0.662, 'QSO_amp': 247.732, 'host_amp': 102.919, 'host_flux_ratio_percent': 29.351, 'host_mag': 21.969, 'qso_x': 0.129, 'qso_y': 0.063, 'redu_Chisq': 1.057851}
084238.86+015252.2 G {'amp': 0.14, 'R_sersic': 1.544, 'n_sersic': 2.97, 'center_x': 0.178, 'center_y': -0.251, 'phi_G': -0.402, 'q': 0.662, 'QSO_amp': 155.588, 'host_amp': 3.838, 'host_flux_ratio_percent': 2.407, 'host_mag': 25.54, 'qso_x': 0.125, 'qso_y': 0.057, 'redu_Chisq': 0.988273}
084238.86+015252.2 R {'amp': 0.907, 'R_sersic': 1.544, 'n_sersic': 2.97, 'center_x': 0.118, 'center_y': -0.151, 'phi_G': -0.402, 'q': 0.662, 'QSO_amp': 205.333, 'host_amp': 24.81, 'host_flux_ratio_percent': 10.78, 'host_mag': 23.513, 'qso_x': 0.134, 'qso_y': 0.062, 'redu_Chisq': 1.034926}
084238.86+015252.2 Z {'amp': 7.466, 'R_sersic': 1.544, 'n_sersic': 2.97, 'center_x': 0.14, 'center_y': -0.048, 'phi_G': -0.402, 'q': 0.662, 'QSO_amp': 314.251, 'host_amp': 205.645, 'host_flux_ratio_percent': 39.555, 'host_mag': 21.217, 'qso_x': 0.124, 'qso_y': 0.062, 'redu_Chisq': 1.034174}
084238.86+015252.2 Y {'amp': 9.233, 'R_sersic': 1.544, 'n_sersic': 2.97, 'center_x': 0.114, 'center_y': -0.02, 'phi_G': -0.402, 'q': 0.662, 'QSO_amp': 328.964, 'host_amp': 253.653, 'host_flux_ratio_percent': 43.537, 'host_mag': 20.989, 'qso_x': 0.123, 'qso_y': 0.066, 'redu_Chisq': 0.990705}
022202.31-044845.4 I {'amp': 11.987, 'R_sersic': 1.858, 'n_sersic': 0.901, 'center_x': -0.073, 'center_y': 0.092, 'phi_G': -0.918, 'q': 0.448, 'QSO_amp': 271.789, 'host_amp': 209.476, 'host_flux_ratio_percent': 43.526, 'host_mag': 21.197, 'qso_x': -0.044, 'qso_y': 0.049, 'redu_Chisq': 7.921078}
022202.31-044845.4 G {'amp': 0.0, 'R_sersic': 1.858, 'n_sersic': 0.901, 'center_x': 0.031, 'center_y': 0.054, 'phi_G': -0.918, 'q': 0.448, 'QSO_amp': 225.412, 'host_amp': 0.005, 'host_flux_ratio_percent': 0.002, 'host_mag': 32.653, 'qso_x': -0.051, 'qso_y': 0.052, 'redu_Chisq': 16.477738}
022202.31-044845.4 R {'amp': 0.515, 'R_sersic': 1.858, 'n_sersic': 0.901, 'center_x': 0.303, 'center_y': -0.084, 'phi_G': -0.918, 'q': 0.448, 'QSO_amp': 279.302, 'host_amp': 8.971, 'host_flux_ratio_percent': 3.112, 'host_mag': 24.618, 'qso_x': -0.037, 'qso_y': 0.044, 'redu_Chisq': 18.61531}
022202.31-044845.4 Z {'amp': 5.34, 'R_sersic': 1.858, 'n_sersic': 0.901, 'center_x': 0.106, 'center_y': -0.018, 'phi_G': -0.918, 'q': 0.448, 'QSO_amp': 383.216, 'host_amp': 93.228, 'host_flux_ratio_percent': 19.567, 'host_mag': 22.076, 'qso_x': -0.045, 'qso_y': 0.052, 'redu_Chisq': 28.940318}
022202.31-044845.4 Y {'amp': 8.351, 'R_sersic': 1.858, 'n_sersic': 0.901, 'center_x': 0.087, 'center_y': -0.13, 'phi_G': -0.918, 'q': 0.448, 'QSO_amp': 363.649, 'host_amp': 145.741, 'host_flux_ratio_percent': 28.611, 'host_mag': 21.591, 'qso_x': -0.049, 'qso_y': 0.046, 'redu_Chisq': 11.531122}
222024.32-001024.8 I {'amp': 2.851, 'R_sersic': 1.677, 'n_sersic': 4.712, 'center_x': -0.127, 'center_y': 0.269, 'phi_G': 0.403, 'q': 0.46, 'QSO_amp': 223.055, 'host_amp': 74.731, 'host_flux_ratio_percent': 25.096, 'host_mag': 22.316, 'qso_x': -0.047, 'qso_y': 0.232, 'redu_Chisq': 1.366864}
222024.32-001024.8 G {'amp': 0.014, 'R_sersic': 1.677, 'n_sersic': 4.712, 'center_x': 0.158, 'center_y': -0.114, 'phi_G': 0.403, 'q': 0.46, 'QSO_amp': 222.531, 'host_amp': 0.371, 'host_flux_ratio_percent': 0.167, 'host_mag': 28.076, 'qso_x': 0.114, 'qso_y': 0.062, 'redu_Chisq': 1.299023}
222024.32-001024.8 R {'amp': 1.044, 'R_sersic': 1.677, 'n_sersic': 4.712, 'center_x': 0.164, 'center_y': -0.118, 'phi_G': 0.403, 'q': 0.46, 'QSO_amp': 252.375, 'host_amp': 27.542, 'host_flux_ratio_percent': 9.839, 'host_mag': 23.4, 'qso_x': 0.108, 'qso_y': 0.067, 'redu_Chisq': 1.222278}
222024.32-001024.8 Z {'amp': 6.85, 'R_sersic': 1.677, 'n_sersic': 4.712, 'center_x': -0.07, 'center_y': 0.044, 'phi_G': 0.403, 'q': 0.46, 'QSO_amp': 294.389, 'host_amp': 181.321, 'host_flux_ratio_percent': 38.116, 'host_mag': 21.354, 'qso_x': -0.052, 'qso_y': 0.068, 'redu_Chisq': 1.399026}
222024.32-001024.8 Y {'amp': 8.879, 'R_sersic': 1.677, 'n_sersic': 4.712, 'center_x': -0.09, 'center_y': 0.276, 'phi_G': 0.403, 'q': 0.46, 'QSO_amp': 275.539, 'host_amp': 232.966, 'host_flux_ratio_percent': 45.814, 'host_mag': 21.082, 'qso_x': -0.042, 'qso_y': 0.223, 'redu_Chisq': 1.293222}
220651.81+000926.4 I {'amp': 850.756, 'R_sersic': 0.118, 'n_sersic': 1.506, 'center_x': 0.096, 'center_y': 0.078, 'phi_G': 1.405, 'q': 0.315, 'QSO_amp': 262.654, 'host_amp': 43.029, 'host_flux_ratio_percent': 14.076, 'host_mag': 22.916, 'qso_x': 0.03, 'qso_y': 0.172, 'redu_Chisq': 1.349329}
220651.81+000926.4 G {'amp': 161.741, 'R_sersic': 0.118, 'n_sersic': 1.506, 'center_x': 0.067, 'center_y': 0.221, 'phi_G': 1.405, 'q': 0.315, 'QSO_amp': 243.041, 'host_amp': 8.825, 'host_flux_ratio_percent': 3.504, 'host_mag': 24.636, 'qso_x': 0.04, 'qso_y': -0.017, 'redu_Chisq': 1.178005}
220651.81+000926.4 R {'amp': 9.393, 'R_sersic': 0.118, 'n_sersic': 1.506, 'center_x': 0.042, 'center_y': 0.463, 'phi_G': 1.405, 'q': 0.315, 'QSO_amp': 291.259, 'host_amp': 1.268, 'host_flux_ratio_percent': 0.433, 'host_mag': 26.743, 'qso_x': 0.034, 'qso_y': -0.006, 'redu_Chisq': 1.131089}
220651.81+000926.4 Z {'amp': 444.288, 'R_sersic': 0.118, 'n_sersic': 1.506, 'center_x': -0.011, 'center_y': 0.423, 'phi_G': 1.405, 'q': 0.315, 'QSO_amp': 356.916, 'host_amp': 22.2, 'host_flux_ratio_percent': 5.856, 'host_mag': 23.634, 'qso_x': 0.043, 'qso_y': 0.146, 'redu_Chisq': 1.132909}
220651.81+000926.4 Y {'amp': 988.568, 'R_sersic': 0.118, 'n_sersic': 1.506, 'center_x': 0.103, 'center_y': -0.014, 'phi_G': 1.405, 'q': 0.315, 'QSO_amp': 310.998, 'host_amp': 55.645, 'host_flux_ratio_percent': 15.177, 'host_mag': 22.636, 'qso_x': 0.022, 'qso_y': 0.178, 'redu_Chisq': 0.990744}
223934.84+011006.1 I {'amp': 0.368, 'R_sersic': 2.967, 'n_sersic': 2.199, 'center_x': 0.032, 'center_y': 0.101, 'phi_G': 0.219, 'q': 0.813, 'QSO_amp': 498.477, 'host_amp': 33.34, 'host_flux_ratio_percent': 6.269, 'host_mag': 23.193, 'qso_x': 0.039, 'qso_y': -0.046, 'redu_Chisq': 1.938469}
223934.84+011006.1 G {'amp': 0.002, 'R_sersic': 2.967, 'n_sersic': 2.199, 'center_x': -0.158, 'center_y': 0.499, 'phi_G': 0.219, 'q': 0.813, 'QSO_amp': 426.705, 'host_amp': 0.183, 'host_flux_ratio_percent': 0.043, 'host_mag': 28.845, 'qso_x': 0.037, 'qso_y': 0.123, 'redu_Chisq': 1.11945}
223934.84+011006.1 R {'amp': 0.0, 'R_sersic': 2.967, 'n_sersic': 2.199, 'center_x': -0.499, 'center_y': 0.497, 'phi_G': 0.219, 'q': 0.813, 'QSO_amp': 501.03, 'host_amp': 0.01, 'host_flux_ratio_percent': 0.002, 'host_mag': 31.978, 'qso_x': 0.043, 'qso_y': 0.115, 'redu_Chisq': 2.411878}
223934.84+011006.1 Z {'amp': 0.572, 'R_sersic': 2.967, 'n_sersic': 2.199, 'center_x': -0.142, 'center_y': 0.052, 'phi_G': 0.219, 'q': 0.813, 'QSO_amp': 610.115, 'host_amp': 51.869, 'host_flux_ratio_percent': 7.835, 'host_mag': 22.713, 'qso_x': 0.04, 'qso_y': -0.045, 'redu_Chisq': 1.214239}
223934.84+011006.1 Y {'amp': 1.519, 'R_sersic': 2.967, 'n_sersic': 2.199, 'center_x': 0.129, 'center_y': -0.254, 'phi_G': 0.219, 'q': 0.813, 'QSO_amp': 578.735, 'host_amp': 136.994, 'host_flux_ratio_percent': 19.14, 'host_mag': 21.658, 'qso_x': 0.039, 'qso_y': -0.044, 'redu_Chisq': 1.015584}
223837.87+004905.6 I {'amp': 16.131, 'R_sersic': 0.688, 'n_sersic': 0.316, 'center_x': 0.052, 'center_y': -0.082, 'phi_G': 0.042, 'q': 0.795, 'QSO_amp': 683.103, 'host_amp': 49.189, 'host_flux_ratio_percent': 6.717, 'host_mag': 22.77, 'qso_x': 0.113, 'qso_y': -0.108, 'redu_Chisq': 1.712984}
223837.87+004905.6 G {'amp': 11.765, 'R_sersic': 0.688, 'n_sersic': 0.316, 'center_x': 0.079, 'center_y': 0.065, 'phi_G': 0.042, 'q': 0.795, 'QSO_amp': 592.232, 'host_amp': 35.878, 'host_flux_ratio_percent': 5.712, 'host_mag': 23.113, 'qso_x': 0.109, 'qso_y': 0.054, 'redu_Chisq': 1.244855}
223837.87+004905.6 R {'amp': 0.002, 'R_sersic': 0.688, 'n_sersic': 0.316, 'center_x': -0.393, 'center_y': -0.498, 'phi_G': 0.042, 'q': 0.795, 'QSO_amp': 708.372, 'host_amp': 0.006, 'host_flux_ratio_percent': 0.001, 'host_mag': 32.638, 'qso_x': 0.112, 'qso_y': 0.061, 'redu_Chisq': 2.188829}
223837.87+004905.6 Z {'amp': 28.822, 'R_sersic': 0.688, 'n_sersic': 0.316, 'center_x': 0.065, 'center_y': -0.049, 'phi_G': 0.042, 'q': 0.795, 'QSO_amp': 818.372, 'host_amp': 87.891, 'host_flux_ratio_percent': 9.698, 'host_mag': 22.14, 'qso_x': 0.111, 'qso_y': -0.109, 'redu_Chisq': 1.673762}
223837.87+004905.6 Y {'amp': 41.836, 'R_sersic': 0.688, 'n_sersic': 0.316, 'center_x': 0.066, 'center_y': -0.114, 'phi_G': 0.042, 'q': 0.795, 'QSO_amp': 753.494, 'host_amp': 127.576, 'host_flux_ratio_percent': 14.48, 'host_mag': 21.736, 'qso_x': 0.117, 'qso_y': -0.115, 'redu_Chisq': 1.045151}
224119.03+013654.7 I {'amp': 19.731, 'R_sersic': 0.514, 'n_sersic': 2.527, 'center_x': -0.117, 'center_y': -0.08, 'phi_G': -0.388, 'q': 0.409, 'QSO_amp': 121.432, 'host_amp': 37.919, 'host_flux_ratio_percent': 23.796, 'host_mag': 23.053, 'qso_x': -0.069, 'qso_y': -0.062, 'redu_Chisq': 1.244919}
224119.03+013654.7 G {'amp': 1.777, 'R_sersic': 0.514, 'n_sersic': 2.527, 'center_x': 0.469, 'center_y': -0.499, 'phi_G': -0.388, 'q': 0.409, 'QSO_amp': 120.672, 'host_amp': 3.413, 'host_flux_ratio_percent': 2.751, 'host_mag': 25.667, 'qso_x': 0.107, 'qso_y': -0.065, 'redu_Chisq': 1.186468}
224119.03+013654.7 R {'amp': 11.604, 'R_sersic': 0.514, 'n_sersic': 2.527, 'center_x': 0.178, 'center_y': -0.053, 'phi_G': -0.388, 'q': 0.409, 'QSO_amp': 107.967, 'host_amp': 22.682, 'host_flux_ratio_percent': 17.361, 'host_mag': 23.611, 'qso_x': 0.098, 'qso_y': -0.069, 'redu_Chisq': 1.282558}
224119.03+013654.7 Z {'amp': 39.834, 'R_sersic': 0.514, 'n_sersic': 2.527, 'center_x': -0.1, 'center_y': -0.067, 'phi_G': -0.388, 'q': 0.409, 'QSO_amp': 210.86, 'host_amp': 77.575, 'host_flux_ratio_percent': 26.895, 'host_mag': 22.276, 'qso_x': -0.069, 'qso_y': -0.068, 'redu_Chisq': 1.184141}
224119.03+013654.7 Y {'amp': 54.911, 'R_sersic': 0.514, 'n_sersic': 2.527, 'center_x': -0.083, 'center_y': -0.137, 'phi_G': -0.388, 'q': 0.409, 'QSO_amp': 202.932, 'host_amp': 107.642, 'host_flux_ratio_percent': 34.659, 'host_mag': 21.92, 'qso_x': -0.067, 'qso_y': -0.049, 'redu_Chisq': 1.014875}
020403.90-042205.9 I {'amp': 1164.521, 'R_sersic': 0.118, 'n_sersic': 4.918, 'center_x': -0.17, 'center_y': 0.043, 'phi_G': 0.174, 'q': 0.518, 'QSO_amp': 80.295, 'host_amp': 204.733, 'host_flux_ratio_percent': 71.829, 'host_mag': 21.222, 'qso_x': -0.179, 'qso_y': -0.027, 'redu_Chisq': 1.004357}
