ID filter hostmag
38.390071999999996 I 20.862000
38.390071999999996 G 23.382000
38.390071999999996 R 22.159000
38.390071999999996 Z 20.215000
38.390071999999996 Y 20.009000
220452.00+004004.7 I 22.006000
220452.00+004004.7 G 23.895000
220452.00+004004.7 R 24.036000
220452.00+004004.7 Z 21.463000
220452.00+004004.7 Y 21.040000
221956.72+004332.4 I 23.347000
221956.72+004332.4 G 29.164000
221956.72+004332.4 R 29.167000
221956.72+004332.4 Z 23.666000
221956.72+004332.4 Y 23.867000
37.857537 I 25.573000
37.857537 G 25.892000
37.857537 R 32.312000
37.857537 Z 23.516000
37.857537 Y 23.878000
222315.09-002406.2 I 20.480000
222315.09-002406.2 G 20.581000
222315.09-002406.2 R 26.613000
222315.09-002406.2 Z 20.993000
222315.09-002406.2 Y 23.559000
022100.33-042558.0 I 21.780000
022100.33-042558.0 G 24.931000
022100.33-042558.0 R 22.828000
022100.33-042558.0 Z 21.128000
022100.33-042558.0 Y 20.830000
144027.25-011827.4 I 22.006000
144027.25-011827.4 G 23.693000
144027.25-011827.4 R 22.868000
144027.25-011827.4 Z 21.667000
144027.25-011827.4 Y 21.481000
143914.12+002320.5 I 21.517000
143914.12+002320.5 G 23.606000
143914.12+002320.5 R 22.089000
143914.12+002320.5 Z 20.664000
143914.12+002320.5 Y 21.080000
021557.63-045009.6 I 22.037000
021557.63-045009.6 G 22.655000
021557.63-045009.6 R 22.132000
021557.63-045009.6 Z 20.891000
021557.63-045009.6 Y 20.437000
143607.34+010036.3 I 22.578000
143607.34+010036.3 G 31.707000
143607.34+010036.3 R 24.502000
143607.34+010036.3 Z 21.859000
143607.34+010036.3 Y 21.709000
085056.63+005603.6 I 21.464000
085056.63+005603.6 G 24.953000
085056.63+005603.6 R 22.822000
085056.63+005603.6 Z 20.733000
085056.63+005603.6 Y 20.549000
141939.57+002835.2 I 23.860000
141939.57+002835.2 G 23.407000
141939.57+002835.2 R 31.356000
141939.57+002835.2 Z 22.062000
141939.57+002835.2 Y 21.928000
220715.18-000347.2 I 21.376000
220715.18-000347.2 G 25.059000
220715.18-000347.2 R 24.668000
220715.18-000347.2 Z 21.100000
220715.18-000347.2 Y 20.903000
223614.99+002040.7 I 22.370000
223614.99+002040.7 G 26.054000
223614.99+002040.7 R 24.806000
223614.99+002040.7 Z 21.825000
223614.99+002040.7 Y 21.591000
223730.16-002640.0 I 21.149000
223730.16-002640.0 G 23.635000
223730.16-002640.0 R 22.501000
223730.16-002640.0 Z 20.477000
223730.16-002640.0 Y 20.266000
090053.93-000726.1 I 21.358000
090053.93-000726.1 G 23.583000
090053.93-000726.1 R 22.928000
090053.93-000726.1 Z 20.969000
090053.93-000726.1 Y 20.693000
090038.82+013140.9 I 22.069000
090038.82+013140.9 G 25.145000
090038.82+013140.9 R 23.492000
090038.82+013140.9 Z 21.539000
090038.82+013140.9 Y 21.296000
020326.22-051020.5 I 23.065000
020326.22-051020.5 G 24.768000
020326.22-051020.5 R 30.887000
020326.22-051020.5 Z 23.271000
020326.22-051020.5 Y 20.912000
36.666969 I 0 
36.666969 G 0 
36.666969 R 0 
36.666969 Z 0 
36.666969 Y 0 
115708.45-012026.7 I 20.783000
115708.45-012026.7 G 21.311000
115708.45-012026.7 R 24.827000
115708.45-012026.7 Z 20.677000
115708.45-012026.7 Y 20.551000
221448.29+002708.2 I 21.590000
221448.29+002708.2 G 23.541000
221448.29+002708.2 R 22.493000
221448.29+002708.2 Z 20.800000
221448.29+002708.2 Y 20.671000
090106.73-000124.6 I 22.845000
090106.73-000124.6 G 24.960000
090106.73-000124.6 R 24.688000
090106.73-000124.6 Z 21.624000
090106.73-000124.6 Y 21.399000
142614.79+004159.4 I 17.977000
142614.79+004159.4 G 18.466000
142614.79+004159.4 R 17.396000
142614.79+004159.4 Z 29.702000
142614.79+004159.4 Y 31.937000
090444.49+002909.8 I 22.242000
090444.49+002909.8 G 32.429000
090444.49+002909.8 R 26.825000
090444.49+002909.8 Z 22.108000
090444.49+002909.8 Y 21.648000
022538.72-051044.9 I 23.614000
022538.72-051044.9 G 33.746000
022538.72-051044.9 R 25.493000
022538.72-051044.9 Z 23.047000
022538.72-051044.9 Y 22.799000
223435.82+001302.8 I 22.789000
223435.82+001302.8 G 24.752000
223435.82+001302.8 R 24.467000
223435.82+001302.8 Z 22.023000
223435.82+001302.8 Y 21.101000
021413.02-042930.1 I 25.008000
021413.02-042930.1 G 31.585000
021413.02-042930.1 R 29.340000
021413.02-042930.1 Z 22.129000
021413.02-042930.1 Y 21.991000
020951.76-055744.2 I 28.734000
020951.76-055744.2 G 32.260000
020951.76-055744.2 R 33.959000
020951.76-055744.2 Z 29.214000
020951.76-055744.2 Y 32.672000
020934.20-040422.4 I 21.282000
020934.20-040422.4 G 29.560000
020934.20-040422.4 R 23.343000
020934.20-040422.4 Z 20.772000
020934.20-040422.4 Y 20.303000
223856.28-002523.9 I 22.210000
223856.28-002523.9 G 24.660000
223856.28-002523.9 R 23.806000
223856.28-002523.9 Z 21.544000
223856.28-002523.9 Y 21.215000
222924.16-001421.0 I 0 
222924.16-001421.0 G 0 
222924.16-001421.0 R 0 
222924.16-001421.0 Z 0 
222924.16-001421.0 Y 0 
221245.86+001517.1 I 21.844000
221245.86+001517.1 G 33.544000
221245.86+001517.1 R 22.925000
221245.86+001517.1 Z 20.942000
221245.86+001517.1 Y 20.945000
37.562557 I 0 
37.562557 G 0 
37.562557 R 0 
37.562557 Z 0 
37.562557 Y 0 
221538.63+000650.8 I 22.755000
221538.63+000650.8 G 25.567000
221538.63+000650.8 R 24.291000
221538.63+000650.8 Z 22.131000
221538.63+000650.8 Y 21.550000
020850.92-050508.0 I 22.623000
020850.92-050508.0 G 25.961000
020850.92-050508.0 R 23.866000
020850.92-050508.0 Z 22.045000
020850.92-050508.0 Y 21.701000
021025.97-035541.0 I 21.142000
021025.97-035541.0 G 23.030000
021025.97-035541.0 R 22.236000
021025.97-035541.0 Z 20.567000
021025.97-035541.0 Y 20.479000
022441.65-045001.5 I 21.365000
022441.65-045001.5 G 23.031000
022441.65-045001.5 R 22.266000
022441.65-045001.5 Z 20.974000
022441.65-045001.5 Y 20.828000
115755.46+010359.3 I 0 
115755.46+010359.3 G 0 
115755.46+010359.3 R 0 
115755.46+010359.3 Z 0 
115755.46+010359.3 Y 0 
221409.96+005227.0 I 20.818000
221409.96+005227.0 G nan
221409.96+005227.0 R 29.519000
221409.96+005227.0 Z 20.010000
221409.96+005227.0 Y 19.988000
115146.19+000206.8 I 22.293000
115146.19+000206.8 G 25.610000
115146.19+000206.8 R 23.939000
115146.19+000206.8 Z 21.576000
115146.19+000206.8 Y 21.321000
022134.31-043025.6 I 24.176000
022134.31-043025.6 G 26.307000
022134.31-043025.6 R 32.083000
022134.31-043025.6 Z 22.365000
022134.31-043025.6 Y 22.049000
142353.34-001629.1 I 18.776000
142353.34-001629.1 G 21.132000
142353.34-001629.1 R 17.011000
142353.34-001629.1 Z 16.245000
142353.34-001629.1 Y 25.283000
090136.66+005856.2 I 20.476000
090136.66+005856.2 G 22.898000
090136.66+005856.2 R 21.275000
090136.66+005856.2 Z 19.796000
090136.66+005856.2 Y 18.757000
224022.77-000151.9 I 22.852000
224022.77-000151.9 G 26.909000
224022.77-000151.9 R 24.873000
224022.77-000151.9 Z 22.269000
224022.77-000151.9 Y 21.984000
022334.49-041102.7 I 21.521000
022334.49-041102.7 G 25.193000
022334.49-041102.7 R 22.452000
022334.49-041102.7 Z 21.080000
022334.49-041102.7 Y 21.089000
021701.19-053310.9 I 22.084000
021701.19-053310.9 G 26.023000
021701.19-053310.9 R 23.342000
021701.19-053310.9 Z 21.859000
021701.19-053310.9 Y 20.850000
161541.53+423823.5 I 21.599000
161541.53+423823.5 G 24.252000
161541.53+423823.5 R 22.601000
161541.53+423823.5 Z 20.810000
161541.53+423823.5 Y 20.429000
221825.04+002426.4 I 23.175000
221825.04+002426.4 G 30.477000
221825.04+002426.4 R 31.066000
221825.04+002426.4 Z 23.508000
221825.04+002426.4 Y 22.015000
221407.38+000727.1 I 21.872000
221407.38+000727.1 G 23.776000
221407.38+000727.1 R 23.056000
221407.38+000727.1 Z 21.615000
221407.38+000727.1 Y 21.346000
022507.14-051021.1 I 21.931000
022507.14-051021.1 G 24.711000
022507.14-051021.1 R 23.312000
022507.14-051021.1 Z 21.418000
022507.14-051021.1 Y 21.229000
37.238004 I 23.466000
37.238004 G 24.668000
37.238004 R 23.980000
37.238004 Z 23.184000
37.238004 Y 24.150000
022534.82-042401.6 I 22.280000
022534.82-042401.6 G 24.863000
022534.82-042401.6 R 23.286000
022534.82-042401.6 Z 21.614000
022534.82-042401.6 Y 21.480000
020202.45-051722.7 I 23.032000
020202.45-051722.7 G 24.305000
020202.45-051722.7 R 23.667000
020202.45-051722.7 Z 23.011000
020202.45-051722.7 Y 22.389000
022537.16-042132.9 I 22.761000
022537.16-042132.9 G 19.198000
022537.16-042132.9 R 24.406000
022537.16-042132.9 Z 19.129000
022537.16-042132.9 Y 23.607000
022233.14-034508.7 I 21.746000
022233.14-034508.7 G 24.340000
022233.14-034508.7 R 22.799000
022233.14-034508.7 Z 21.119000
022233.14-034508.7 Y 20.891000
143119.75+005622.6 I 22.066000
143119.75+005622.6 G 32.515000
143119.75+005622.6 R 26.619000
143119.75+005622.6 Z 21.264000
143119.75+005622.6 Y 20.923000
020301.73-045108.6 I 21.218000
020301.73-045108.6 G 22.862000
020301.73-045108.6 R 22.078000
020301.73-045108.6 Z 20.802000
020301.73-045108.6 Y 20.582000
224059.04+004129.6 I 22.796000
224059.04+004129.6 G 25.618000
224059.04+004129.6 R 24.311000
224059.04+004129.6 Z 22.126000
224059.04+004129.6 Y 21.810000
162224.79+431409.2 I 23.230000
162224.79+431409.2 G 33.622000
162224.79+431409.2 R 26.956000
162224.79+431409.2 Z 22.571000
162224.79+431409.2 Y 22.116000
022013.10-045114.0 I 21.036000
022013.10-045114.0 G 23.927000
022013.10-045114.0 R 22.039000
022013.10-045114.0 Z 20.280000
022013.10-045114.0 Y 20.040000
142010.47+003420.0 I 21.025000
142010.47+003420.0 G 21.770000
142010.47+003420.0 R 22.063000
142010.47+003420.0 Z 20.991000
142010.47+003420.0 Y 33.275000
223126.09+000435.7 I 22.884000
223126.09+000435.7 G 24.480000
223126.09+000435.7 R 23.615000
223126.09+000435.7 Z 22.146000
223126.09+000435.7 Y 21.869000
223336.92+000440.8 I 22.380000
223336.92+000440.8 G 23.387000
223336.92+000440.8 R 23.160000
223336.92+000440.8 Z 21.019000
223336.92+000440.8 Y 21.089000
115808.46-005552.6 I 20.826000
115808.46-005552.6 G 22.696000
115808.46-005552.6 R 21.752000
115808.46-005552.6 Z 20.312000
115808.46-005552.6 Y 20.199000
020718.85-060321.3 I 21.711000
020718.85-060321.3 G 24.101000
020718.85-060321.3 R 23.157000
020718.85-060321.3 Z 20.914000
020718.85-060321.3 Y 20.863000
38.235718 I 22.631000
38.235718 G 33.627000
38.235718 R 34.909000
38.235718 Z 21.950000
38.235718 Y 21.751000
084725.41+010331.5 I 21.419000
084725.41+010331.5 G 22.821000
084725.41+010331.5 R 22.188000
084725.41+010331.5 Z 20.694000
084725.41+010331.5 Y 20.687000
221213.76+013727.1 I 22.782000
221213.76+013727.1 G 23.354000
221213.76+013727.1 R 23.816000
221213.76+013727.1 Z 22.471000
221213.76+013727.1 Y 22.232000
022106.54-050557.9 I 21.455000
022106.54-050557.9 G 27.241000
022106.54-050557.9 R 22.906000
022106.54-050557.9 Z 20.751000
022106.54-050557.9 Y 20.597000
37.683904 I 23.427000
37.683904 G 24.857000
37.683904 R 24.278000
37.683904 Z 23.866000
37.683904 Y 22.940000
223629.48-002341.0 I 21.497000
223629.48-002341.0 G 23.772000
223629.48-002341.0 R 22.416000
223629.48-002341.0 Z 20.490000
223629.48-002341.0 Y 20.241000
022201.81-041329.2 I 23.326000
022201.81-041329.2 G 24.634000
022201.81-041329.2 R 32.852000
022201.81-041329.2 Z 22.134000
022201.81-041329.2 Y 22.333000
084220.70+011310.3 I 23.167000
084220.70+011310.3 G 24.572000
084220.70+011310.3 R 22.964000
084220.70+011310.3 Z 22.653000
084220.70+011310.3 Y 22.176000
115312.76+000924.2 I 22.443000
115312.76+000924.2 G 27.025000
115312.76+000924.2 R 24.187000
115312.76+000924.2 Z 21.705000
115312.76+000924.2 Y 21.319000
021834.47-032930.7 I 21.481000
021834.47-032930.7 G 23.287000
021834.47-032930.7 R 22.359000
021834.47-032930.7 Z 20.906000
021834.47-032930.7 Y 20.875000
084313.61+011634.5 I 21.401000
084313.61+011634.5 G 23.691000
084313.61+011634.5 R 22.340000
084313.61+011634.5 Z 20.730000
084313.61+011634.5 Y 20.500000
224211.94+003333.8 I 21.519000
224211.94+003333.8 G 22.388000
224211.94+003333.8 R 22.312000
224211.94+003333.8 Z 21.058000
224211.94+003333.8 Y 20.358000
021556.39-050033.0 I 22.313000
021556.39-050033.0 G 24.664000
021556.39-050033.0 R 23.388000
021556.39-050033.0 Z 21.464000
021556.39-050033.0 Y 21.135000
020411.24-043953.4 I 21.507000
020411.24-043953.4 G 22.911000
020411.24-043953.4 R 22.145000
020411.24-043953.4 Z 21.102000
020411.24-043953.4 Y 20.815000
37.371047 I 22.053000
37.371047 G 23.982000
37.371047 R 23.298000
37.371047 Z 21.558000
37.371047 Y 21.029000
022340.78-042255.6 I 22.096000
022340.78-042255.6 G 22.846000
022340.78-042255.6 R 22.205000
022340.78-042255.6 Z 21.874000
022340.78-042255.6 Y 23.185000
021626.53-045308.3 I 22.284000
021626.53-045308.3 G 23.513000
021626.53-045308.3 R 22.976000
021626.53-045308.3 Z 21.753000
021626.53-045308.3 Y 21.554000
221550.56+005122.9 I 22.190000
221550.56+005122.9 G 26.784000
221550.56+005122.9 R 22.957000
221550.56+005122.9 Z 21.453000
221550.56+005122.9 Y 21.494000
223233.94+004132.3 I 22.080000
223233.94+004132.3 G 23.354000
223233.94+004132.3 R 22.579000
223233.94+004132.3 Z 21.190000
223233.94+004132.3 Y 20.981000
020532.29-052436.7 I 26.058000
020532.29-052436.7 G 31.033000
020532.29-052436.7 R 34.928000
020532.29-052436.7 Z 30.661000
020532.29-052436.7 Y 21.955000
115829.38+000818.1 I 18.752000
115829.38+000818.1 G 29.951000
115829.38+000818.1 R 18.611000
115829.38+000818.1 Z 27.291000
115829.38+000818.1 Y 29.967000
022711.80-045038.0 I 22.633000
022711.80-045038.0 G 23.776000
022711.80-045038.0 R 23.197000
022711.80-045038.0 Z 21.751000
022711.80-045038.0 Y 21.142000
020624.65-043525.0 I 20.448000
020624.65-043525.0 G 30.266000
020624.65-043525.0 R 25.096000
020624.65-043525.0 Z 23.487000
020624.65-043525.0 Y 20.925000
090453.02+010529.8 I 0 
090453.02+010529.8 G 0 
090453.02+010529.8 R 0 
090453.02+010529.8 Z 0 
090453.02+010529.8 Y 0 
222720.55-000159.2 I 21.571000
222720.55-000159.2 G 22.853000
222720.55-000159.2 R 24.449000
222720.55-000159.2 Z 20.872000
222720.55-000159.2 Y 21.246000
223849.82-000557.9 I 29.649000
223849.82-000557.9 G 34.589000
223849.82-000557.9 R 30.330000
223849.82-000557.9 Z 29.926000
223849.82-000557.9 Y 30.240000
143542.68-000541.8 I 21.640000
143542.68-000541.8 G 24.114000
143542.68-000541.8 R 21.862000
143542.68-000541.8 Z 21.072000
143542.68-000541.8 Y 20.674000
022005.58-050928.8 I 23.390000
022005.58-050928.8 G 31.726000
022005.58-050928.8 R 24.239000
022005.58-050928.8 Z 22.121000
022005.58-050928.8 Y 22.034000
021031.98-060515.2 I 22.049000
021031.98-060515.2 G 25.095000
021031.98-060515.2 R 23.041000
021031.98-060515.2 Z 21.383000
021031.98-060515.2 Y 21.285000
020854.19-040850.8 I 21.523000
020854.19-040850.8 G 26.032000
020854.19-040850.8 R 23.561000
020854.19-040850.8 Z 20.833000
020854.19-040850.8 Y 20.283000
223852.88+010248.2 I 0 
223852.88+010248.2 G 0 
223852.88+010248.2 R 0 
223852.88+010248.2 Z 0 
223852.88+010248.2 Y 0 
141921.03-003652.9 I 18.451000
141921.03-003652.9 G 22.875000
141921.03-003652.9 R 24.877000
141921.03-003652.9 Z 20.257000
141921.03-003652.9 Y 19.703000
37.680582 I 22.211000
37.680582 G 25.208000
37.680582 R 24.051000
37.680582 Z 21.656000
37.680582 Y 21.958000
020327.04-045853.4 I 20.759000
020327.04-045853.4 G 20.661000
020327.04-045853.4 R 23.292000
020327.04-045853.4 Z 20.770000
020327.04-045853.4 Y 22.126000
021336.36-044145.1 I 21.738000
021336.36-044145.1 G 23.782000
021336.36-044145.1 R 22.722000
021336.36-044145.1 Z 21.115000
021336.36-044145.1 Y 20.859000
161756.77+423924.1 I 21.370000
161756.77+423924.1 G 23.146000
161756.77+423924.1 R 31.322000
161756.77+423924.1 Z 23.899000
161756.77+423924.1 Y 23.140000
085516.28+013236.3 I 20.924000
085516.28+013236.3 G 22.819000
085516.28+013236.3 R 20.832000
085516.28+013236.3 Z 20.468000
085516.28+013236.3 Y 20.254000
085109.25+003228.7 I 23.606000
085109.25+003228.7 G 24.833000
085109.25+003228.7 R 23.564000
085109.25+003228.7 Z 21.675000
085109.25+003228.7 Y 21.851000
020426.02-050248.6 I 21.728000
020426.02-050248.6 G 29.692000
020426.02-050248.6 R 22.627000
020426.02-050248.6 Z 21.266000
020426.02-050248.6 Y 20.983000
120326.93+004849.1 I 21.485000
120326.93+004849.1 G 22.921000
120326.93+004849.1 R 22.389000
120326.93+004849.1 Z 20.996000
120326.93+004849.1 Y 20.826000
020311.74-033735.0 I 23.353000
020311.74-033735.0 G 25.678000
020311.74-033735.0 R 20.025000
020311.74-033735.0 Z 23.483000
020311.74-033735.0 Y 25.005000
020711.19-050950.4 I 22.068000
020711.19-050950.4 G 22.961000
020711.19-050950.4 R 22.647000
020711.19-050950.4 Z 21.681000
020711.19-050950.4 Y 21.260000
022250.90-040032.5 I 21.739000
022250.90-040032.5 G 23.259000
022250.90-040032.5 R 22.624000
022250.90-040032.5 Z 21.236000
022250.90-040032.5 Y 21.015000
021111.38-035135.7 I 20.325000
021111.38-035135.7 G 30.155000
021111.38-035135.7 R 19.209000
021111.38-035135.7 Z 21.603000
021111.38-035135.7 Y 19.918000
022712.98-044636.4 I 17.909000
022712.98-044636.4 G 25.819000
022712.98-044636.4 R 21.395000
022712.98-044636.4 Z 26.288000
022712.98-044636.4 Y 25.491000
085202.21+014336.3 I 17.947000
085202.21+014336.3 G 18.585000
085202.21+014336.3 R 26.743000
085202.21+014336.3 Z 25.806000
085202.21+014336.3 Y 27.714000
085152.22+021715.2 I 21.307000
085152.22+021715.2 G 22.976000
085152.22+021715.2 R 23.108000
085152.22+021715.2 Z 21.242000
085152.22+021715.2 Y 20.141000
37.781855 I 22.722000
37.781855 G 25.230000
37.781855 R 24.013000
37.781855 Z 22.077000
37.781855 Y 21.677000
115852.86-004301.9 I 21.329000
115852.86-004301.9 G 22.499000
115852.86-004301.9 R 22.874000
115852.86-004301.9 Z 20.992000
115852.86-004301.9 Y 20.397000
020854.45-050226.0 I 21.188000
020854.45-050226.0 G 23.599000
020854.45-050226.0 R 21.983000
020854.45-050226.0 Z 20.499000
020854.45-050226.0 Y 20.540000
021809.24-035848.7 I 23.092000
021809.24-035848.7 G 25.413000
021809.24-035848.7 R 24.195000
021809.24-035848.7 Z 22.412000
021809.24-035848.7 Y 22.293000
37.767483 I 20.448000
37.767483 G 25.084000
37.767483 R 23.443000
37.767483 Z 20.525000
37.767483 Y 23.362000
222047.74+000852.8 I 20.910000
222047.74+000852.8 G 23.454000
222047.74+000852.8 R 22.273000
222047.74+000852.8 Z 20.207000
222047.74+000852.8 Y 19.974000
021408.07-035304.9 I 17.782000
021408.07-035304.9 G 24.695000
021408.07-035304.9 R 17.654000
021408.07-035304.9 Z 29.294000
021408.07-035304.9 Y 25.489000
141735.94+523029.8 I 24.018000
141735.94+523029.8 G 24.479000
141735.94+523029.8 R 24.645000
141735.94+523029.8 Z 25.058000
141735.94+523029.8 Y 21.973000
141533.88+520558.0 I 0
141533.88+520558.0 G 0
141533.88+520558.0 R 0
141533.88+520558.0 Z 0
141533.88+520558.0 Y 0
020429.81-043532.5 I 21.766000
020429.81-043532.5 G 32.372000
020429.81-043532.5 R 20.805000
020429.81-043532.5 Z 21.339000
020429.81-043532.5 Y 29.939000
022141.67-054123.7 I 21.857000
022141.67-054123.7 G 23.180000
022141.67-054123.7 R 22.499000
022141.67-054123.7 Z 21.058000
022141.67-054123.7 Y 21.066000
141809.85+515531.6 I 19.719000
141809.85+515531.6 G 20.789000
141809.85+515531.6 R 21.157000
141809.85+515531.6 Z 20.409000
141809.85+515531.6 Y 19.464000
143610.82+005958.3 I 22.055000
143610.82+005958.3 G 24.905000
143610.82+005958.3 R 23.573000
143610.82+005958.3 Z 21.200000
143610.82+005958.3 Y 21.040000
141634.36+515849.2 I 0
141634.36+515849.2 G 0
141634.36+515849.2 R 0
141634.36+515849.2 Z 0
141634.36+515849.2 Y 0
020737.37-051353.2 I 23.290000
020737.37-051353.2 G 26.154000
020737.37-051353.2 R 23.946000
020737.37-051353.2 Z 22.396000
020737.37-051353.2 Y 22.048000
021833.08-060520.7 I 22.421000
021833.08-060520.7 G 24.772000
021833.08-060520.7 R 23.320000
021833.08-060520.7 Z 21.643000
021833.08-060520.7 Y 21.551000
020154.15-041554.4 I 21.114000
020154.15-041554.4 G 25.602000
020154.15-041554.4 R 23.023000
020154.15-041554.4 Z 21.107000
020154.15-041554.4 Y 20.419000
090013.00+005141.2 I 22.001000
090013.00+005141.2 G 24.734000
090013.00+005141.2 R 23.374000
090013.00+005141.2 Z 21.216000
090013.00+005141.2 Y 21.585000
021346.54-055201.9 I 20.138000
021346.54-055201.9 G 21.785000
021346.54-055201.9 R 23.016000
021346.54-055201.9 Z 23.501000
021346.54-055201.9 Y 19.820000
022114.78-050833.1 I 20.339000
022114.78-050833.1 G 23.019000
022114.78-050833.1 R 22.435000
022114.78-050833.1 Z 22.447000
022114.78-050833.1 Y 20.262000
022353.86-045508.2 I 23.766000
022353.86-045508.2 G 26.386000
022353.86-045508.2 R 24.658000
022353.86-045508.2 Z 23.054000
022353.86-045508.2 Y 22.664000
161630.65+432346.4 I 22.027000
161630.65+432346.4 G 24.673000
161630.65+432346.4 R 23.350000
161630.65+432346.4 Z 21.412000
161630.65+432346.4 Y 21.074000
021809.98-034647.0 I 0 
021809.98-034647.0 G 0 
021809.98-034647.0 R 0 
021809.98-034647.0 Z 0 
021809.98-034647.0 Y 0 
020306.44-045935.7 I 22.528000
020306.44-045935.7 G 25.693000
020306.44-045935.7 R 23.291000
020306.44-045935.7 Z 21.664000
020306.44-045935.7 Y 21.606000
